"Ano","CBO","Motivo/Situação","Qte Acidentes","Situacao"
"2013","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","1264","Com Cat Registrada"
"2013","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","69","Com Cat Registrada"
"2013","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","1206","Com Cat Registrada"
"2013","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","6848","Com Cat Registrada"
"2013","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","88","Com Cat Registrada"
"2013","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","1474","Com Cat Registrada"
"2013","Profissionais do Ensino","Típico-Com Cat","1651","Com Cat Registrada"
"2013","Profissionais do Ensino","Doença do Trabalho-Com Cat","86","Com Cat Registrada"
"2013","Profissionais do Ensino","Trajeto-Com Cat","957","Com Cat Registrada"
"2013","Profissionais das Ciências Jurídicas","Típico-Com Cat","84","Com Cat Registrada"
"2013","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","18","Com Cat Registrada"
"2013","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","88","Com Cat Registrada"
"2013","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","2034","Com Cat Registrada"
"2013","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","769","Com Cat Registrada"
"2013","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1910","Com Cat Registrada"
"2013","Comunicadores, Artistas e Religiosos","Típico-Com Cat","338","Com Cat Registrada"
"2013","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","33","Com Cat Registrada"
"2013","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","295","Com Cat Registrada"
"2013","Profissionais em Gastronomia","Típico-Com Cat","115","Com Cat Registrada"
"2013","Profissionais em Gastronomia","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2013","Profissionais em Gastronomia","Trajeto-Com Cat","37","Com Cat Registrada"
"2013","Técnicos Polivalentes","Típico-Com Cat","649","Com Cat Registrada"
"2013","Técnicos Polivalentes","Doença do Trabalho-Com Cat","35","Com Cat Registrada"
"2013","Técnicos Polivalentes","Trajeto-Com Cat","211","Com Cat Registrada"
"2013","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","6793","Com Cat Registrada"
"2013","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","229","Com Cat Registrada"
"2013","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","2596","Com Cat Registrada"
"2013","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","30641","Com Cat Registrada"
"2013","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","240","Com Cat Registrada"
"2013","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","5691","Com Cat Registrada"
"2013","Professores Leigos e de Nível Médio","Típico-Com Cat","1111","Com Cat Registrada"
"2013","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","37","Com Cat Registrada"
"2013","Professores Leigos e de Nível Médio","Trajeto-Com Cat","581","Com Cat Registrada"
"2013","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1319","Com Cat Registrada"
"2013","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","34","Com Cat Registrada"
"2013","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","531","Com Cat Registrada"
"2013","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2433","Com Cat Registrada"
"2013","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","403","Com Cat Registrada"
"2013","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","2067","Com Cat Registrada"
"2013","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","898","Com Cat Registrada"
"2013","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","37","Com Cat Registrada"
"2013","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","417","Com Cat Registrada"
"2013","Outros Técnicos de Nível Médio","Típico-Com Cat","2562","Com Cat Registrada"
"2013","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","205","Com Cat Registrada"
"2013","Outros Técnicos de Nível Médio","Trajeto-Com Cat","1028","Com Cat Registrada"
"2013","Escriturários","Típico-Com Cat","31864","Com Cat Registrada"
"2013","Escriturários","Doença do Trabalho-Com Cat","2154","Com Cat Registrada"
"2013","Escriturários","Trajeto-Com Cat","15202","Com Cat Registrada"
"2013","Trabalhadores de Atendimento ao Público","Típico-Com Cat","7403","Com Cat Registrada"
"2013","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","605","Com Cat Registrada"
"2013","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","6820","Com Cat Registrada"
"2013","Trabalhadores dos Serviços","Típico-Com Cat","65501","Com Cat Registrada"
"2013","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","1643","Com Cat Registrada"
"2013","Trabalhadores dos Serviços","Trajeto-Com Cat","21357","Com Cat Registrada"
"2013","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","13690","Com Cat Registrada"
"2013","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","376","Com Cat Registrada"
"2013","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","7541","Com Cat Registrada"
"2013","Produtores na Exploração Agropecuária","Típico-Com Cat","283","Com Cat Registrada"
"2013","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2013","Produtores na Exploração Agropecuária","Trajeto-Com Cat","31","Com Cat Registrada"
"2013","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","18556","Com Cat Registrada"
"2013","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","160","Com Cat Registrada"
"2013","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","1542","Com Cat Registrada"
"2013","Pescadores e Extrativistas Florestais","Típico-Com Cat","2154","Com Cat Registrada"
"2013","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","25","Com Cat Registrada"
"2013","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","190","Com Cat Registrada"
"2013","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","3140","Com Cat Registrada"
"2013","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","29","Com Cat Registrada"
"2013","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","401","Com Cat Registrada"
"2013","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","42935","Com Cat Registrada"
"2013","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","892","Com Cat Registrada"
"2013","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","6137","Com Cat Registrada"
"2013","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","40425","Com Cat Registrada"
"2013","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","2168","Com Cat Registrada"
"2013","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","5309","Com Cat Registrada"
"2013","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5534","Com Cat Registrada"
"2013","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","471","Com Cat Registrada"
"2013","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","1212","Com Cat Registrada"
"2013","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","129","Com Cat Registrada"
"2013","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2013","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","33","Com Cat Registrada"
"2013","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1639","Com Cat Registrada"
"2013","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","34","Com Cat Registrada"
"2013","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","221","Com Cat Registrada"
"2013","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","9665","Com Cat Registrada"
"2013","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","480","Com Cat Registrada"
"2013","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","3081","Com Cat Registrada"
"2013","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","6148","Com Cat Registrada"
"2013","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","112","Com Cat Registrada"
"2013","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","987","Com Cat Registrada"
"2013","Trabalhadores de Funções Transversais","Típico-Com Cat","62928","Com Cat Registrada"
"2013","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2411","Com Cat Registrada"
"2013","Trabalhadores de Funções Transversais","Trajeto-Com Cat","12838","Com Cat Registrada"
"2013","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","6630","Com Cat Registrada"
"2013","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","304","Com Cat Registrada"
"2013","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","1011","Com Cat Registrada"
"2013","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","6261","Com Cat Registrada"
"2013","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","215","Com Cat Registrada"
"2013","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","592","Com Cat Registrada"
"2013","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1179","Com Cat Registrada"
"2013","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","16","Com Cat Registrada"
"2013","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","143","Com Cat Registrada"
"2013","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","17125","Com Cat Registrada"
"2013","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","732","Com Cat Registrada"
"2013","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","2048","Com Cat Registrada"
"2013","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","6380","Com Cat Registrada"
"2013","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","492","Com Cat Registrada"
"2013","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","1035","Com Cat Registrada"
"2013","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","15019","Com Cat Registrada"
"2013","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","325","Com Cat Registrada"
"2013","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","2093","Com Cat Registrada"
"2013","Polimantenedores","Típico-Com Cat","3432","Com Cat Registrada"
"2013","Polimantenedores","Doença do Trabalho-Com Cat","79","Com Cat Registrada"
"2013","Polimantenedores","Trajeto-Com Cat","819","Com Cat Registrada"
"2013","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","4003","Com Cat Registrada"
"2013","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","117","Com Cat Registrada"
"2013","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","804","Com Cat Registrada"
"2013","Ignorado","Sem Cat","161051","Sem Cat Registrada"
"2013","Ignorado","Sem Cat","842","Sem Cat Registrada"
"2013","Ignorado","Sem Cat","27","Sem Cat Registrada"
"2013","Ignorado","Sem Cat","40","Sem Cat Registrada"
"2014","Ignorado","Trajeto-Com Cat","1","Com Cat Registrada"
"2014","Membros das Forças Armadas","Típico-Com Cat","5","Com Cat Registrada"
"2014","Membros das Forças Armadas","Trajeto-Com Cat","2","Com Cat Registrada"
"2014","Policiais Militares","Típico-Com Cat","1","Com Cat Registrada"
"2014","Bombeiros Militares","Típico-Com Cat","4","Com Cat Registrada"
"2014","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","147","Com Cat Registrada"
"2014","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","8","Com Cat Registrada"
"2014","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","104","Com Cat Registrada"
"2014","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","90","Com Cat Registrada"
"2014","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","15","Com Cat Registrada"
"2014","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","54","Com Cat Registrada"
"2014","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","111","Com Cat Registrada"
"2014","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2014","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","44","Com Cat Registrada"
"2014","Gerentes","Típico-Com Cat","3172","Com Cat Registrada"
"2014","Gerentes","Doença do Trabalho-Com Cat","1034","Com Cat Registrada"
"2014","Gerentes","Trajeto-Com Cat","1476","Com Cat Registrada"
"2014","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","59","Com Cat Registrada"
"2014","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2014","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","44","Com Cat Registrada"
"2014","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","1204","Com Cat Registrada"
"2014","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","52","Com Cat Registrada"
"2014","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","1315","Com Cat Registrada"
"2014","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","7747","Com Cat Registrada"
"2014","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","121","Com Cat Registrada"
"2014","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","1676","Com Cat Registrada"
"2014","Profissionais do Ensino","Típico-Com Cat","1742","Com Cat Registrada"
"2014","Profissionais do Ensino","Doença do Trabalho-Com Cat","84","Com Cat Registrada"
"2014","Profissionais do Ensino","Trajeto-Com Cat","1058","Com Cat Registrada"
"2014","Profissionais das Ciências Jurídicas","Típico-Com Cat","79","Com Cat Registrada"
"2014","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","11","Com Cat Registrada"
"2014","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","108","Com Cat Registrada"
"2014","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1953","Com Cat Registrada"
"2014","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","771","Com Cat Registrada"
"2014","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1985","Com Cat Registrada"
"2014","Comunicadores, Artistas e Religiosos","Típico-Com Cat","339","Com Cat Registrada"
"2014","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","32","Com Cat Registrada"
"2014","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","338","Com Cat Registrada"
"2014","Profissionais em Gastronomia","Típico-Com Cat","134","Com Cat Registrada"
"2014","Profissionais em Gastronomia","Doença do Trabalho-Com Cat","7","Com Cat Registrada"
"2014","Profissionais em Gastronomia","Trajeto-Com Cat","32","Com Cat Registrada"
"2014","Técnicos Polivalentes","Típico-Com Cat","759","Com Cat Registrada"
"2014","Técnicos Polivalentes","Doença do Trabalho-Com Cat","26","Com Cat Registrada"
"2014","Técnicos Polivalentes","Trajeto-Com Cat","204","Com Cat Registrada"
"2014","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","6814","Com Cat Registrada"
"2014","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","209","Com Cat Registrada"
"2014","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","2802","Com Cat Registrada"
"2014","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","32511","Com Cat Registrada"
"2014","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","319","Com Cat Registrada"
"2014","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","5991","Com Cat Registrada"
"2014","Professores Leigos e de Nível Médio","Típico-Com Cat","1176","Com Cat Registrada"
"2014","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","50","Com Cat Registrada"
"2014","Professores Leigos e de Nível Médio","Trajeto-Com Cat","716","Com Cat Registrada"
"2014","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1229","Com Cat Registrada"
"2014","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","37","Com Cat Registrada"
"2014","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","585","Com Cat Registrada"
"2014","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2462","Com Cat Registrada"
"2014","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","395","Com Cat Registrada"
"2014","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","2185","Com Cat Registrada"
"2014","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","896","Com Cat Registrada"
"2014","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","49","Com Cat Registrada"
"2014","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","395","Com Cat Registrada"
"2014","Outros Técnicos de Nível Médio","Típico-Com Cat","2443","Com Cat Registrada"
"2014","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","217","Com Cat Registrada"
"2014","Outros Técnicos de Nível Médio","Trajeto-Com Cat","1127","Com Cat Registrada"
"2014","Escriturários","Típico-Com Cat","32138","Com Cat Registrada"
"2014","Escriturários","Doença do Trabalho-Com Cat","2365","Com Cat Registrada"
"2014","Escriturários","Trajeto-Com Cat","16200","Com Cat Registrada"
"2014","Trabalhadores de Atendimento ao Público","Típico-Com Cat","7207","Com Cat Registrada"
"2014","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","651","Com Cat Registrada"
"2014","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","6748","Com Cat Registrada"
"2014","Trabalhadores dos Serviços","Típico-Com Cat","67118","Com Cat Registrada"
"2014","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","1579","Com Cat Registrada"
"2014","Trabalhadores dos Serviços","Trajeto-Com Cat","22052","Com Cat Registrada"
"2014","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","13979","Com Cat Registrada"
"2014","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","336","Com Cat Registrada"
"2014","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","7894","Com Cat Registrada"
"2014","Produtores na Exploração Agropecuária","Típico-Com Cat","396","Com Cat Registrada"
"2014","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2014","Produtores na Exploração Agropecuária","Trajeto-Com Cat","36","Com Cat Registrada"
"2014","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","15972","Com Cat Registrada"
"2014","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","131","Com Cat Registrada"
"2014","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","1529","Com Cat Registrada"
"2014","Pescadores e Extrativistas Florestais","Típico-Com Cat","1831","Com Cat Registrada"
"2014","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","14","Com Cat Registrada"
"2014","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","147","Com Cat Registrada"
"2014","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","3091","Com Cat Registrada"
"2014","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","21","Com Cat Registrada"
"2014","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","412","Com Cat Registrada"
"2014","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","40826","Com Cat Registrada"
"2014","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","945","Com Cat Registrada"
"2014","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","6116","Com Cat Registrada"
"2014","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","37803","Com Cat Registrada"
"2014","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","2124","Com Cat Registrada"
"2014","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","5037","Com Cat Registrada"
"2014","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5748","Com Cat Registrada"
"2014","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","566","Com Cat Registrada"
"2014","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","1289","Com Cat Registrada"
"2014","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","102","Com Cat Registrada"
"2014","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2014","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","32","Com Cat Registrada"
"2014","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1660","Com Cat Registrada"
"2014","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","31","Com Cat Registrada"
"2014","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","268","Com Cat Registrada"
"2014","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","9205","Com Cat Registrada"
"2014","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","621","Com Cat Registrada"
"2014","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","3057","Com Cat Registrada"
"2014","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","6006","Com Cat Registrada"
"2014","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","116","Com Cat Registrada"
"2014","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","944","Com Cat Registrada"
"2014","Trabalhadores de Funções Transversais","Típico-Com Cat","62587","Com Cat Registrada"
"2014","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2400","Com Cat Registrada"
"2014","Trabalhadores de Funções Transversais","Trajeto-Com Cat","13411","Com Cat Registrada"
"2014","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","6172","Com Cat Registrada"
"2014","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","309","Com Cat Registrada"
"2014","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","1061","Com Cat Registrada"
"2014","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","5620","Com Cat Registrada"
"2014","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","167","Com Cat Registrada"
"2014","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","528","Com Cat Registrada"
"2014","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1131","Com Cat Registrada"
"2014","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","18","Com Cat Registrada"
"2014","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","135","Com Cat Registrada"
"2014","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","17827","Com Cat Registrada"
"2014","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","777","Com Cat Registrada"
"2014","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","2219","Com Cat Registrada"
"2014","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","6484","Com Cat Registrada"
"2014","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","518","Com Cat Registrada"
"2014","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","1028","Com Cat Registrada"
"2014","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","14986","Com Cat Registrada"
"2014","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","267","Com Cat Registrada"
"2014","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","2181","Com Cat Registrada"
"2014","Polimantenedores","Típico-Com Cat","3476","Com Cat Registrada"
"2014","Polimantenedores","Doença do Trabalho-Com Cat","70","Com Cat Registrada"
"2014","Polimantenedores","Trajeto-Com Cat","817","Com Cat Registrada"
"2014","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","4012","Com Cat Registrada"
"2014","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","116","Com Cat Registrada"
"2014","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","847","Com Cat Registrada"
"2014","Ignorado","Sem Cat","147186","Sem Cat Registrada"
"2014","Ignorado","Sem Cat","784","Sem Cat Registrada"
"2014","Ignorado","Sem Cat","22","Sem Cat Registrada"
"2014","Ignorado","Sem Cat","27","Sem Cat Registrada"
"2015","Ignorado","Típico-Com Cat","14","Com Cat Registrada"
"2015","Ignorado","Trajeto-Com Cat","4","Com Cat Registrada"
"2015","Membros das Forças Armadas","Típico-Com Cat","4","Com Cat Registrada"
"2015","Bombeiros Militares","Típico-Com Cat","7","Com Cat Registrada"
"2015","Bombeiros Militares","Trajeto-Com Cat","3","Com Cat Registrada"
"2015","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","140","Com Cat Registrada"
"2015","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2015","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","94","Com Cat Registrada"
"2015","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","90","Com Cat Registrada"
"2015","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","10","Com Cat Registrada"
"2015","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","44","Com Cat Registrada"
"2015","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","128","Com Cat Registrada"
"2015","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2015","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","37","Com Cat Registrada"
"2015","Gerentes","Típico-Com Cat","3072","Com Cat Registrada"
"2015","Gerentes","Doença do Trabalho-Com Cat","1017","Com Cat Registrada"
"2015","Gerentes","Trajeto-Com Cat","1447","Com Cat Registrada"
"2015","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","59","Com Cat Registrada"
"2015","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2015","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","39","Com Cat Registrada"
"2015","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","1027","Com Cat Registrada"
"2015","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","73","Com Cat Registrada"
"2015","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","1361","Com Cat Registrada"
"2015","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","8059","Com Cat Registrada"
"2015","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","129","Com Cat Registrada"
"2015","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","1786","Com Cat Registrada"
"2015","Profissionais do Ensino","Típico-Com Cat","1783","Com Cat Registrada"
